col1,col2,col3,col4,col5,col6,col7,col8,col9,target
0.0,2.709820833333333,0.0,0.0,2.7193583333333327,105.01774999999998,58.26272916666665,1.8607250000000004,53.53942418010063,50.75
0.0,2.7981250000000006,0.0,0.0,2.9709833333333333,115.092625,58.00009999999998,1.90045,47.38770514750485,51.0
0.0,2.5538625,0.0,0.0,3.2987125000000006,119.31141666666667,58.00009999999998,1.9121583333333336,50.074524771221505,51.0
0.0,2.516270833333333,0.0,0.0,2.4510791666666667,119.17808333333332,58.00009999999998,1.9089958333333328,44.67713753991916,54.0
0.0,2.844570833333333,0.0,0.0,2.3467708333333333,131.2506666666667,58.00009999999998,1.9058500000000005,53.08497246050972,54.5
0.0,2.816116666666668,0.0,0.0,1.8861166666666669,132.59841666666668,58.00009999999998,1.9141416666666664,53.031514637032174,54.5
0.0,2.726166666666668,0.0,0.0,1.5647708333333332,131.2795833333333,58.00009999999998,1.9149541666666663,57.71944708709657,53.75
0.0,2.6104458333333342,0.0,0.0,1.4454,129.66979166666667,58.00009999999998,1.9322833333333331,66.63933001812924,64.5
0.0,2.4649208333333337,0.0,0.0,1.1608583333333329,130.18704166666666,58.30079166666665,1.9504041666666672,61.01520695400949,63.0
0.0,2.37245,0.0,0.0,1.6958291666666665,117.34695833333336,58.00009999999998,1.9855208333333327,58.106421741725356,61.0
0.0,2.5297666666666667,0.0,0.0,3.0295624999999995,115.5778,58.00009999999998,1.9483125,61.24089416319158,61.0
0.0,2.653433333333333,0.0,0.0,3.248775,126.39991666666668,58.00009999999998,1.9203375,72.05367435746015,61.0
0.0,2.100095833333334,0.0,0.0,11.962595833333333,113.45762083333334,58.372675,1.902804166666666,56.56854103038857,61.5
0.0,1.8946333333333327,0.0,0.0,4.246204166666666,122.91195833333336,58.38896250000001,1.8996375,63.204179430059526,60.5
0.0,2.6018125000000003,0.0,0.0,5.125104166666668,129.27675,58.10010000000002,1.926308333333333,63.492106976515245,61.0
0.0,2.97715,0.0,0.0,4.120187499999999,141.753875,58.16095416666668,1.9153708333333328,67.22231175491386,64.0
0.0,2.7130791666666667,0.0,0.0,3.596458333333333,134.81116666666665,58.200100000000006,1.8882875000000003,57.161022502063076,59.0
0.0,2.5769125,0.0,0.0,4.037070833333332,129.29224999999997,58.200100000000006,1.9067250000000004,57.06303679488547,55.0
0.0,2.6694625,0.0,0.0,3.841483333333333,130.34054166666667,58.49423333333333,1.8937416666666664,58.092462045412944,55.0
0.0,2.873279166666667,0.0,0.0,3.6751458333333336,127.23183333333333,58.30009999999999,1.8887291666666668,52.20452018751182,53.5
0.0,2.8618125,0.0,0.0,2.6275250000000003,129.1579166666667,58.33987916666667,1.9091791666666664,54.42025777482585,51.5
0.0,2.7929333333333326,0.0,0.0,2.5234791666666667,129.907375,57.53830416666665,1.8561416666666668,42.298240907331696,42.5
0.0,2.6980125000000004,0.0,0.0,1.9390291666666664,130.19975000000002,57.013658333333304,1.8808,45.553596634359856,42.5
0.0,2.4440875,0.0,0.0,2.9935333333333336,119.10575,56.70516666666664,1.8745000000000005,55.046858366053065,42.0
0.0,2.225116666666667,0.0,0.0,5.952424999999999,104.50467083333336,56.30019999999999,1.895520833333333,44.46969325125758,45.0
0.0,2.6955041666666664,0.0,0.0,2.0284291666666667,129.28262500000002,56.30632083333333,1.9354125,50.19707392273512,46.75
0.0,2.6079916666666665,0.0,0.0,13.282529166666665,120.11725833333335,56.80019999999999,1.8774708333333328,42.628639773702716,44.5
